Código Operação;Data de Entrada;Valor Produtos;Num docorigem
5100;21/07/2011;210;
5100;11/02/2022;1200;
5100;14/02/2019;1200;
5101;25/02/2022;12841.67;037506
5100;21/03/2022;1200;
5100;25/04/2022;1500;
5102;29/04/2020;1407.78;
5101;21/11/2011;6363.04;
5100;21/07/2011;210;
5100;11/03/2024;5300;
5101;11/03/2015;734;
5102;29/04/2020;1407.78;
5102;22/04/2019;2245.29;
5102;22/04/2019;2245.29;
5102;22/04/2019;2245.29;
5102;22/04/2019;2245.29;
5101;03/05/2012;521.76;
5101;01/10/2012;1092;
5101;15/06/2018;1508.13;009066
5101;15/06/2018;1508.13;009066
5101;15/06/2018;1508.13;009066
5149;10/04/2015;0;
5101;04/11/2016;1300000;
5101;04/11/2016;1300000;
5101;04/11/2016;1300000;
5101;04/11/2016;1300000;
5101;28/07/2016;13054.74;
5101;28/07/2016;13054.74;
5102;14/02/2019;2352.15;
5101;11/03/2015;734;
5101;12/05/2017;1403.15;
5101;25/01/2019;1599.37;
5101;25/01/2019;1599.37;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;12/01/2018;8090;
5101;22/08/2014;3300;
5102;14/08/2023;173;008197
5101;31/08/2018;124006;
5101;03/05/2019;7056.45;
5101;03/05/2019;7056.45;
5101;12/05/2017;1403.15;
5101;14/06/2018;1490.88;
5101;04/07/2012;1850.01;
5120;19/05/2020;200;
5120;19/05/2020;200;
5120;19/05/2020;200;
5120;19/05/2020;200;
5120;19/05/2020;200;
5120;19/05/2020;200;
5120;19/05/2020;200;
5101;16/08/2017;260000;
5102;07/11/2019;933.3;
5101;08/09/2017;17998.59;
5101;21/05/2014;57848.95;
5101;11/03/2015;734;
5102;26/08/2020;5321;
5102;26/08/2021;2950;
5101;10/12/2012;529.67;
5102;29/04/2020;1407.78;
5101;21/11/2011;6363.04;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5102;26/08/2020;5321;
5101;10/12/2012;529.67;
5101;11/06/2012;5184.55;
5101;31/03/2014;790;
5101;22/08/2014;3300;
5128;21/09/2021;14990.39;
5128;21/09/2021;14990.39;
5120;19/05/2020;200;032102
5101;22/09/2014;4200;014371
5101;12/05/2017;1403.15;
5102;25/08/2022;322.94;
5100;25/10/2013;10;
5101;02/12/2011;161.71;003465
5100;31/08/2012;101;
5100;31/08/2012;101;
5100;31/08/2012;101;
5100;11/06/2012;66;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;13/05/2024;8681.72;
5102;29/04/2020;1407.78;
5101;29/12/2011;8660;004203
5135;02/12/2014;6794.02;015204
5101;01/12/2014;3684.92;015276
5101;01/12/2014;3684.92;015276
5135;02/12/2014;4307.92;015202
5135;02/12/2014;4307.92;015202
5135;02/12/2014;4307.92;015202
5135;02/12/2014;6794.02;015204
5135;02/12/2014;6794.02;015204
5135;02/12/2014;6794.02;015204
5135;10/12/2014;6794.02;015234
5135;10/12/2014;6794.02;015234
5135;10/12/2014;6794.02;015234
5135;10/12/2014;6794.02;015234
5101;19/12/2014;96.54;015175
5101;19/12/2014;96.54;015175
5135;12/01/2015;2050;015284
5102;29/04/2020;1407.78;
5101;02/09/2015;100.33;017486
5101;29/05/2015;600000;016639
5101;10/06/2015;265.54;016721
5101;10/06/2015;265.54;016721
5101;17/06/2015;772.06;016836
5101;17/06/2015;772.06;016836
5102;26/08/2020;5321;
5101;23/06/2015;237.7;015003
5101;07/07/2015;1391;016667
5101;30/07/2015;806.49;017135
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/08/2015;431737.77;017374
5101;17/09/2015;9006.65;017159
5101;17/09/2015;9006.65;017159
5101;17/09/2015;9006.65;017159
5101;17/09/2015;9006.65;017159
5101;17/09/2015;9006.65;017159
5101;20/10/2015;9006.9;017956
5101;20/10/2015;9006.9;017956
5101;20/10/2015;9006.9;017956
5101;20/10/2015;9006.9;017956
5101;20/10/2015;9006.9;017956
5100;25/10/2013;10;
5101;08/12/2015;2745.39;018293
5101;08/12/2015;2745.39;018293
5101;08/12/2015;2745.39;018293
5101;08/12/2015;2745.39;018293
5101;08/12/2015;2745.39;018293
5101;08/12/2015;2745.39;018293
5101;23/12/2015;5154.32;018505
5101;15/01/2016;10839.03;018570
5101;15/01/2016;10839.03;018570
5101;19/02/2016;630;018628
5101;19/02/2016;630;018628
5100;25/10/2013;10;
5101;26/02/2016;97.25;018897
5101;25/02/2016;75137.56;018880
5101;29/02/2016;2995.97;018906
5101;29/02/2016;20700;018931
5101;01/03/2016;71.98;018881
5101;03/03/2016;2228.5;018642
5101;04/03/2016;14925.81;018987
5101;29/03/2016;1484;018727
5101;07/04/2016;775.81;018618
5101;25/04/2016;1108.11;019409
5101;29/04/2016;116;019392
5101;11/05/2016;46594.34;019478
5101;20/05/2016;1522.85;019635
5101;20/05/2016;1522.85;019635
5101;24/05/2016;5855.19;019603
5101;24/05/2016;5855.19;019603
5101;24/05/2016;5855.19;019603
5101;24/05/2016;5855.19;019603
5101;24/05/2016;5855.19;019603
5101;07/07/2016;482.26;019777
5101;17/05/2013;693.98;
5102;26/08/2020;5321;
5101;11/03/2015;734;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5102;29/04/2020;1407.78;
5102;26/08/2020;5321;
5102;26/08/2020;5321;
5101;27/05/2013;9961.26;009231
5101;27/05/2013;9961.26;009231
5101;27/05/2013;9961.26;009231
5101;06/05/2013;234.3;008582
5101;27/05/2013;9961.26;009231
5101;09/04/2013;730.06;008214
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005981
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005981
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005981
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005981
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005982
5101;21/09/2012;80563.91;005981
5101;21/09/2012;80563.91;005981
5101;03/09/2012;8300;006569
5101;21/09/2012;80563.91;005981
5101;03/09/2012;8300;006569
5101;28/08/2012;2004.81;006600
5101;28/08/2012;2004.81;006600
5101;28/08/2012;2004.81;006600
5101;21/09/2012;80563.91;005981
5101;20/08/2012;4721.54;006466
5101;20/08/2012;4721.54;006466
5101;05/06/2012;3100;004110
5101;05/06/2012;3100;004110
5101;20/08/2012;4721.54;006466
5101;10/05/2012;263.74;005118
5101;09/05/2012;519.58;004499
5101;09/05/2012;519.58;004499
5101;09/05/2012;373.8;004500
5101;09/05/2012;519.58;004499
5101;09/05/2012;519.58;004499
5101;09/05/2012;519.58;004498
5101;09/05/2012;519.58;004498
5101;09/05/2012;519.58;004498
5101;09/05/2012;519.58;004498
5101;24/04/2012;55.6;004346
5101;09/11/2011;1024.21;003206
5101;09/11/2011;1024.21;003206
5101;09/11/2011;1024.21;003206
5102;06/12/2019;391.43;
5101;24/11/2011;747.6;003528
5101;24/11/2011;747.6;003528
5101;19/10/2011;950;003183
5101;07/10/2011;162.4;002698
5101;05/07/2011;4999.85;001752
5101;05/07/2011;4999.85;001752
5101;11/07/2011;2700;002141
5101;07/06/2017;1060.01;022409
5101;08/01/2019;110.16;
5101;07/06/2017;1060.01;022409
5102;14/02/2019;2352.15;
5101;04/07/2012;1850.01;
5101;09/02/2012;42621.2;
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;26/07/2017;1731.4;023280
5101;04/07/2012;1850.01;
5101;09/02/2012;42621.2;
5101;11/08/2017;20413.06;022649
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;18/08/2017;1285.68;023564
5101;18/08/2017;1285.68;023564
5101;22/08/2017;260000;023597
5101;31/08/2017;1152.97;023649
5101;31/08/2017;1152.97;023649
5101;17/05/2013;693.98;
5102;20/12/2022;663.15;
5101;08/09/2017;17998.59;022605
5102;14/02/2019;2352.15;
5102;26/08/2020;5321;
5100;05/01/2021;1200;
5100;30/08/2023;180000;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5101;09/02/2012;42621.2;
5102;29/04/2020;1407.78;
5101;11/03/2015;734;
5102;26/08/2020;5321;
5100;10/09/2019;1500;
5101;12/05/2017;1403.15;
5102;26/08/2020;5321;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5102;29/04/2020;1407.78;
5109;04/03/2020;116000;
5101;16/10/2015;9006.65;006002
5101;16/10/2015;9006.65;006002
5101;16/10/2015;9006.65;006002
5101;16/10/2015;9006.65;006002
5101;16/10/2015;9006.65;006002
5101;16/10/2015;9006.65;006002
5102;31/01/2019;2352.15;
5101;17/05/2013;693.98;
5101;02/12/2011;161.71;
5101;19/08/2011;1480;
5101;13/11/2013;3520.91;
5101;10/07/2014;225;004268
5102;07/11/2019;933.3;
5101;11/03/2015;734;
5100;28/10/2020;1200;
5115;24/02/2014;17230;
5115;24/02/2014;17230;
5102;20/12/2022;663.15;
5100;28/10/2020;1200;
5100;28/10/2020;1200;
5100;28/10/2020;1200;
5102;25/08/2022;322.94;
5101;11/07/2011;2700;
5101;11/07/2011;2700;
5102;26/08/2020;5321;
5101;22/07/2022;81210.07;012297
5101;22/07/2022;81210.07;012297
5101;22/07/2022;81210.07;012297
5101;22/07/2022;81210.07;012297
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;22/07/2022;81210.07;012297
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5101;08/07/2022;42534;
5102;26/08/2021;2950;
5100;30/08/2023;180000;
5106;28/04/2025;0;
5101;06/10/2017;18632.81;024002
5101;06/10/2017;18632.81;024002
5101;31/10/2017;51000;024013
5101;21/11/2011;6363.04;
5101;01/11/2017;8106.45;023765
5101;09/11/2017;3340.33;024277
5101;09/11/2017;3340.33;024277
5101;09/11/2017;3340.33;024277
5101;21/02/2022;59247.32;
5102;26/08/2020;5321;
5101;30/09/2021;1424.7;
5101;30/09/2021;1424.7;
5101;30/09/2021;1424.7;
5101;30/09/2021;1424.7;
5101;30/09/2021;1424.7;
5102;26/08/2021;2950;
5101;06/05/2021;9449.4;
5101;06/05/2021;9449.4;
5101;12/12/2017;123.15;024051
5101;13/12/2017;127300;024577
5101;06/05/2021;9449.4;
5101;11/06/2012;5184.55;
5101;08/09/2017;17998.59;
5101;31/03/2014;790;
5101;12/05/2017;1403.15;010683
5101;02/09/2020;3284;
5101;11/03/2015;734;008828
5101;11/03/2015;734;008979
5101;22/08/2014;3300;
5101;11/03/2015;734;008828
5101;23/08/2011;3671.99;
5102;29/04/2020;1407.78;
5101;19/10/2011;519.58;
5101;21/11/2011;25409.72;
5101;21/11/2011;25409.72;
5101;21/11/2011;25409.72;
5101;21/11/2011;25409.72;
5101;21/11/2011;25409.72;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;24/04/2012;55.6;
5102;29/04/2020;1407.78;
5100;30/08/2023;180000;
5101;02/12/2011;161.71;
5101;05/06/2012;3160;
5101;05/06/2012;3100;
5101;17/07/2012;901.2;
5101;11/06/2012;5184.55;
5101;03/09/2012;8300;001934
5101;07/04/2017;2860;
5101;03/09/2012;8300;
5101;11/03/2015;734;
5102;27/07/2022;45.94;
5102;27/07/2022;45.94;
5101;21/11/2011;6363.04;
5101;29/05/2013;8074.98;
5101;29/05/2013;8074.98;
5101;22/03/2013;242;002516
5102;25/08/2022;322.94;
5101;12/06/2013;467.07;
5102;26/08/2020;5321;
5100;08/04/2016;1800;
5102;26/06/2020;1510.61;
5149;10/04/2015;0;
5102;26/08/2020;5321;
5102;29/04/2020;1407.78;
5101;19/08/2011;1480;
5101;04/01/2016;81813.55;
5101;10/06/2015;265.54;
5102;26/08/2020;5321;
5101;10/06/2015;265.54;
5101;10/06/2015;265.54;
5101;10/06/2015;265.54;
5101;29/05/2015;600000;
5101;29/05/2015;600000;
5101;29/05/2015;600000;
5101;29/05/2015;600000;
5102;29/04/2020;1407.78;
5101;31/08/2011;2191.83;
5102;18/07/2022;183.76;
5101;05/01/2018;2173.6;024471
5101;05/01/2018;2173.6;024471
5101;05/01/2018;2173.6;024471
5101;05/01/2018;2173.6;024471
5101;12/01/2018;8090;024675
5101;12/01/2018;8090;024675
5101;12/01/2018;8090;024675
5109;04/03/2020;116000;
5101;23/06/2016;327.99;
5101;07/07/2016;482.26;
5102;18/11/2025;3801.06;
5101;29/08/2016;18812.48;
5101;07/04/2017;2860;
5101;12/05/2017;1403.15;
5101;21/11/2011;6363.04;
5109;04/03/2020;116000;
5101;09/02/2012;42621.2;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5101;17/05/2013;693.98;
5101;07/04/2017;2860;
5101;14/06/2017;963.12;
5101;19/08/2011;1480;
5102;07/11/2019;933.3;
5101;11/03/2015;734;
5102;29/04/2020;1407.78;
5100;11/03/2024;5300;003839
5101;02/08/2011;582.08;001686
5101;04/08/2011;36.44;001504
5101;18/10/2011;175.69;003193
5101;18/10/2011;14.96;003189
5101;18/10/2011;14.96;003189
5101;18/10/2011;175.69;003193
5101;11/06/2012;5184.55;
5101;11/03/2015;734;
5101;23/03/2012;8008.07;005085
5101;31/03/2014;790;025091
5101;31/03/2014;790;025091
5101;31/03/2014;790;025091
5101;31/03/2014;790;025091
5101;31/03/2014;790;
5101;21/05/2013;21681;009122
5101;08/09/2017;17998.59;
5101;13/12/2011;1065.33;003601
5101;13/12/2011;1065.33;003601
5101;13/12/2011;72.15;003894
5101;13/12/2011;72.15;003894
5101;15/12/2011;691.53;003880
5101;15/12/2011;691.53;003880
5101;22/02/2012;41847;004555
5101;12/01/2012;258.46;004031
5101;28/12/2011;368.2;003094
5101;12/01/2012;457.47;004108
5101;04/01/2012;381.03;003765
5101;04/01/2012;381.03;003765
5101;22/02/2012;41847;004555
5101;13/01/2012;36.86;004155
5101;13/01/2012;36.86;004098
5101;26/01/2012;1435.97;004269
5101;26/01/2012;1435.97;004269
5101;26/01/2012;1435.97;004269
5101;23/02/2012;234.96;004749
5101;23/03/2012;8008.07;005085
5101;01/03/2012;8475.54;004809
5101;01/03/2012;8475.54;004809
5101;01/03/2012;8475.54;004809
5101;17/07/2012;901.2;006173
5101;20/08/2012;4721.54;006466
5101;15/08/2012;95;006293
5101;16/08/2012;3022.5;006519
5101;16/08/2012;3022.5;006519
5101;21/11/2012;713.95;007434
5101;02/10/2012;1566.48;006857
5101;29/10/2012;83751.96;006945
5101;19/10/2012;1618.03;006925
5101;19/10/2012;1618.03;006925
5101;19/10/2012;1618.03;006925
5101;09/11/2012;394.42;007238
5101;12/12/2012;5200;007729
5121;29/06/2020;0;
5101;12/12/2012;20801.08;007730
5101;21/01/2013;258.06;007913
5101;21/01/2013;4000.18;007783
5101;24/02/2014;1453.6;012055
5101;05/03/2013;2500;008404
5101;22/03/2013;242;007843
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6014.66;009324
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6610.52;009323
5101;24/06/2013;6610.52;009323
5101;24/06/2013;7781.01;009319
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;4852.61;009318
5101;24/06/2013;7781.01;009319
5101;24/06/2013;6252.65;009320
5101;24/06/2013;5746.3;009316
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;7781.01;009319
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;6252.65;009320
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;4852.61;009318
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;7781.01;009319
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;5746.3;009316
5101;24/06/2013;4852.61;009318
5101;24/06/2013;5746.3;009316
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;4852.61;009318
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;24/06/2013;5746.3;009316
5101;04/06/2013;5700;009000
5101;24/06/2013;5746.3;009316
5101;25/07/2013;288.6;009697
5101;30/09/2014;2351.12;014575
5101;30/09/2014;27453.62;014577
5101;30/09/2014;27453.62;014577
5101;30/09/2014;27453.62;014577
5101;03/11/2014;1862.56;014638
5101;03/11/2014;1862.56;014638
5101;11/02/2014;10947.6;011919
5101;11/02/2014;10947.6;011919
5101;30/09/2014;27453.62;014577
5101;29/01/2014;18089.48;011289
5101;29/01/2014;18089.48;011289
5101;29/01/2014;18089.48;011289
5101;29/01/2014;18089.48;011289
5101;29/01/2014;18089.48;011289
5101;08/05/2014;34.12;012645
5101;18/02/2013;5082;008044
5101;27/05/2014;6000;013048
5101;12/03/2014;10815.04;012322
5101;08/05/2014;34.12;012645
5101;21/11/2011;6363.04;
5101;11/03/2015;734;
5101;24/07/2014;10379;013629
5101;28/08/2014;5602.1;014042
5101;28/08/2014;5602.1;014042
5101;29/08/2014;5694.15;014073
5101;14/08/2014;8400;013779
5101;20/08/2014;216.15;014015
5101;28/08/2014;5575.69;014044
5101;28/08/2014;5575.69;014044
5101;24/09/2014;5110.98;014469
5100;06/04/2018;669.02;
5100;06/04/2018;669.02;
5116;19/04/2018;3895;
5101;26/04/2018;4584.3;025492
5101;08/09/2014;4962;014264
5135;25/05/2018;12443.97;025752
5135;25/05/2018;12443.97;025752
5101;10/12/2012;529.67;
5101;03/09/2014;9300;014210
5101;03/09/2014;9300;014210
5135;02/09/2014;5706.3;013823
5101;22/10/2014;2700;014770
5101;22/09/2014;5110.98;014469
5101;02/10/2014;101913.2;014174
5101;02/10/2014;101913.2;014174
5101;02/10/2014;101913.2;014174
5101;02/10/2014;101913.2;014174
5101;17/05/2013;693.98;
5101;03/11/2014;1862.56;014638
5101;12/05/2017;1403.15;
5102;14/08/2023;173;
5101;03/11/2014;2700;014772
5101;03/11/2014;1862.56;014638
5101;08/06/2018;385964.91;025979
5101;14/06/2018;1490.88;026016
5101;22/06/2018;939022.75;026113
5101;22/06/2018;939022.75;026113
5101;22/06/2018;939022.75;026113
5101;22/06/2018;939022.75;026113
5101;26/06/2018;7024.22;025843
5101;19/08/2016;175.01;020227
5120;19/12/2019;1080.28;
5101;23/08/2016;926.68;020430
5101;29/08/2016;18812.48;020544
5101;29/08/2016;18812.48;020544
5101;29/08/2016;18812.48;020544
5101;29/08/2016;18812.48;020544
5101;29/08/2016;18812.48;020544
5101;29/08/2016;18812.48;020544
5101;15/01/2018;18200;
5101;31/08/2016;324.28;020419
5101;31/08/2016;324.28;020419
5101;31/08/2016;324.28;020419
5101;31/08/2016;324.28;020419
5102;26/08/2020;5321;
5101;02/12/2011;161.71;
5101;23/09/2016;826.22;020627
5101;27/09/2016;1299.52;020709
5101;27/09/2016;1299.52;020709
5101;28/09/2016;4875.82;020538
5101;29/09/2016;313.95;020808
5101;30/09/2016;2809.33;020795
5101;12/05/2017;1403.15;
5101;14/06/2017;963.12;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5100;11/01/2019;688.43;
5100;11/01/2019;688.43;
5101;31/03/2014;790;
5106;28/04/2025;0;
5101;18/11/2016;2798;021204
5102;20/01/2022;1729.47;
5102;20/01/2022;1729.47;
5102;20/01/2022;1729.47;
5102;20/01/2022;1729.47;
5101;09/12/2016;39334.95;021408
5101;16/12/2016;1604.32;020984
5101;16/12/2016;1604.32;020984
5101;16/12/2016;1604.32;020984
5101;16/12/2016;1604.32;020984
5101;16/12/2016;1604.32;020984
5101;16/12/2016;1604.32;020984
5101;11/03/2015;734;
5100;21/10/2019;30000;
5101;21/12/2016;1532.58;021334
5102;26/08/2020;5321;
